Date,PCR_GLOBWB2
2001-01-31,757.7857
2001-02-28,2688.6042
2001-03-31,6746.7446
2001-04-30,11902.782
2001-05-31,20155.96
2001-06-30,5834.5146
2001-07-31,4687.7305
2001-08-31,10625.988
2001-09-30,2600.2222
2001-10-31,965.7144
2001-11-30,1190.85
2001-12-31,502.33118
2002-01-31,356.96146
2002-02-28,682.9824
2002-03-31,837.03534
2002-04-30,1677.4196
2002-05-31,536.2316
2002-06-30,864.7397
2002-07-31,2797.677
2002-08-31,2455.0579
2002-09-30,8161.6704
2002-10-31,4032.9036
2002-11-30,5102.542
2002-12-31,1597.2032
2003-01-31,990.3993
2003-02-28,1377.9153
2003-03-31,5688.181
2003-04-30,6302.6772
2003-05-31,6167.475
2003-06-30,1918.8983
2003-07-31,1434.7156
2003-08-31,4081.9763
2003-09-30,12225.923
2003-10-31,3359.2917
2003-11-30,2219.6462
2003-12-31,851.8155
2004-01-31,381.3701
2004-02-29,1265.2468
2004-03-31,9049.209
2004-04-30,8555.546
2004-05-31,8676.72
2004-06-30,1695.5236
2004-07-31,3786.8457
2004-08-31,2958.0413
2004-09-30,4313.961
2004-10-31,5920.1226
2004-11-30,3226.9106
2004-12-31,2047.832
2005-01-31,2473.362
2005-02-28,4669.131
2005-03-31,3728.4236
2005-04-30,14054.188
2005-05-31,14149.804
2005-06-30,7619.712
2005-07-31,3119.7007
2005-08-31,11730.942
2005-09-30,3990.0464
2005-10-31,12199.291
2005-11-30,2141.0518
2005-12-31,1576.1798
2006-01-31,912.1814
2006-02-28,574.2943
2006-03-31,1938.6066
2006-04-30,3715.3877
2006-05-31,3582.1738
2006-06-30,1142.4171
2006-07-31,11350.767
2006-08-31,16507.691
2006-09-30,9217.403
2006-10-31,9216.667
2006-11-30,2469.9788
2006-12-31,1432.6044
2007-01-31,1008.20776
2007-02-28,2024.1769
2007-03-31,10442.792
2007-04-30,6038.587
2007-05-31,14858.832
2007-06-30,5712.8403
2007-07-31,5840.784
2007-08-31,14812.008
2007-09-30,6482.9873
2007-10-31,4041.3054
2007-11-30,1081.8689
2007-12-31,4416.7896
2008-01-31,3129.6045
2008-02-29,2081.8062
2008-03-31,4382.139
2008-04-30,5554.2085
2008-05-31,11981.389
2008-06-30,7967.301
2008-07-31,6632.9883
2008-08-31,8777.505
2008-09-30,4443.21
2008-10-31,3758.6965
2008-11-30,1807.6437
2008-12-31,1240.283
2009-01-31,1037.8783
2009-02-28,2887.9448
2009-03-31,3813.9546
2009-04-30,6877.0474
2009-05-31,10721.959
2009-06-30,6552.473
2009-07-31,4084.562
2009-08-31,3286.0598
2009-09-30,5801.4263
2009-10-31,4182.416
2009-11-30,2910.2537
2009-12-31,779.2833
2010-01-31,503.56018
2010-02-28,457.72458
2010-03-31,5843.3057
2010-04-30,16283.629
2010-05-31,6051.49
2010-06-30,3626.8838
2010-07-31,5553.5273
2010-08-31,9248.541
2010-09-30,4231.8257
2010-10-31,3276.497
2010-11-30,860.3922
2010-12-31,1772.0321
2011-01-31,685.7158
2011-02-28,675.2833
2011-03-31,1893.912
2011-04-30,1187.1451
2011-05-31,2068.843
2011-06-30,1915.9976
2011-07-31,2593.669
2011-08-31,4020.4553
2011-09-30,2365.3833
2011-10-31,4411.9863
2011-11-30,1579.3268
2011-12-31,288.32965
2012-01-31,384.3655
2012-02-29,360.84622
2012-03-31,5293.5425
2012-04-30,5835.3813
2012-05-31,4543.2974
2012-06-30,432.95172
2012-07-31,2164.2966
2012-08-31,1386.3042
2012-09-30,1506.0602
2012-10-31,514.3782
2012-11-30,113.161095
2012-12-31,19.14529
2013-01-31,71.53173
2013-02-28,52.62528
2013-03-31,1538.7668
2013-04-30,840.50696
2013-05-31,3306.1653
2013-06-30,1319.8745
2013-07-31,6571.236
2013-08-31,7703.755
2013-09-30,14250.156
2013-10-31,2521.2896
2013-11-30,1735.7777
2013-12-31,827.2032
2014-01-31,403.4013
2014-02-28,2042.0802
2014-03-31,1750.4202
2014-04-30,5015.301
2014-05-31,6402.916
2014-06-30,4601.966
2014-07-31,7996.1367
2014-08-31,11266.935
2014-09-30,6563.2812
2014-10-31,5116.981
2014-11-30,2122.0732
2014-12-31,1983.521
2015-01-31,1088.5645
2015-02-28,1904.8794
2015-03-31,7131.375
2015-04-30,5090.3135
2015-05-31,17286.164
2015-06-30,14043.635
2015-07-31,10055.42
2015-08-31,11624.326
2015-09-30,3727.4578
2015-10-31,4526.1514
2015-11-30,3213.8132
2015-12-31,2721.1545
