# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2024-04-26
#
# GRDC-No.:              3650645
# River:                 RIO JAGUARIBE
# Station:               IGUATU
# Country:               BR
# Latitude (DD):       -6.36667
# Longitude (DD):      -39.3
# Catchment area (km²):      21770.0
# Altitude (m ASL):        213.0
# Next downstream station:      3650649
# Remarks:               
# Owner of original data: Brazil - National Water Agency (ANA)
#************************************************************
#
# Data Set Content:      MEAN MONTHLY DISCHARGE (MQ)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1911 - 1992
# No. of years:          82
# Last update:           2018-05-18
#
# Table Header:
#     YYYY-MM-DD - Date (DD=00)
#     hh:mm      - Time
#     Original   - original (provided) data
#     Calculated - GRDC calculated from daily data
#     Flag       - percentage of valid values used for calculation from daily data
#************************************************************
#
# Data lines: 975
# DATA
YYYY-MM-DD;hh:mm; Original; Calculated; Flag
1989-12-01;--:--;     91.500;   -999.000;   0
1990-01-01;--:--;     31.600;   -999.000;   0
1990-02-01;--:--;      8.730;   -999.000;   0
1990-03-01;--:--;     40.000;   -999.000;   0
1990-04-01;--:--;     39.600;   -999.000;   0
1990-05-01;--:--;     16.000;   -999.000;   0
1990-06-01;--:--;      3.490;   -999.000;   0
1990-07-01;--:--;      1.640;   -999.000;   0
1990-08-01;--:--;      0.510;   -999.000;   0
1990-09-01;--:--;      0.010;   -999.000;   0
1990-10-01;--:--;      0.000;   -999.000;   0
1990-11-01;--:--;      0.000;   -999.000;   0
1990-12-01;--:--;      0.000;   -999.000;   0
1991-01-01;--:--;      2.190;   -999.000;   0
1991-02-01;--:--;      1.780;   -999.000;   0
1991-03-01;--:--;      7.090;   -999.000;   0
1991-04-01;--:--;     41.100;   -999.000;   0
1991-05-01;--:--;     14.400;   -999.000;   0
1991-06-01;--:--;      5.660;   -999.000;   0
1991-07-01;--:--;      0.250;   -999.000;   0
1991-08-01;--:--;      0.000;   -999.000;   0
1991-09-01;--:--;      0.000;   -999.000;   0
1991-10-01;--:--;      0.000;   -999.000;   0
1991-11-01;--:--;      0.000;   -999.000;   0
1991-12-01;--:--;      0.000;   -999.000;   0
1992-01-01;--:--;      0.000;   -999.000;   0
1992-02-01;--:--;     33.200;   -999.000;   0
1992-03-01;--:--;     23.400;   -999.000;   0
1992-04-01;--:--;     35.900;   -999.000;   0
1992-05-01;--:--;      1.040;   -999.000;   0
1992-06-01;--:--;      0.000;   -999.000;   0
1992-07-01;--:--;      0.000;   -999.000;   0
1992-08-01;--:--;      0.000;   -999.000;   0
1992-09-01;--:--;      0.000;   -999.000;   0
1992-10-01;--:--;      0.000;   -999.000;   0
1992-11-01;--:--;      0.000;   -999.000;   0
1992-12-01;--:--;      0.000;   -999.000;   0
