# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2024-04-26
#
# GRDC-No.:              3650649
# River:                 RIO JAGUARIBE
# Station:               PEIXE GORDO
# Country:               BR
# Latitude (DD):       -5.2275
# Longitude (DD):      -38.1978
# Catchment area (km²):      48200.0
# Altitude (m ASL):        50.0
# Next downstream station:      -
# Remarks:               
# Owner of original data: Brazil - National Water Agency (ANA)
#************************************************************
#
# Data Set Content:      MEAN MONTHLY DISCHARGE (MQ)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1961 - 2020
# No. of years:          60
# Last update:           2021-03-24
#
# Table Header:
#     YYYY-MM-DD - Date (DD=00)
#     hh:mm      - Time
#     Original   - original (provided) data
#     Calculated - GRDC calculated from daily data
#     Flag       - percentage of valid values used for calculation from daily data
#************************************************************
#
# Data lines: 717
# DATA
YYYY-MM-DD;hh:mm; Original; Calculated; Flag
2015-08-01;--:--;   -999.000;     11.881; 100
2015-09-01;--:--;   -999.000;     16.140; 100
2015-10-01;--:--;   -999.000;     21.476; 100
2015-11-01;--:--;   -999.000;     16.311; 100
2015-12-01;--:--;   -999.000;     15.775; 100
2016-01-01;--:--;   -999.000;     14.296; 100
2016-02-01;--:--;   -999.000;      3.906; 100
2016-03-01;--:--;   -999.000;      3.640; 100
2016-04-01;--:--;   -999.000;      3.376; 100
2016-05-01;--:--;   -999.000;      3.790; 100
2016-06-01;--:--;   -999.000;      3.605; 100
2016-07-01;--:--;   -999.000;      4.098; 100
2016-08-01;--:--;   -999.000;      4.152; 100
2016-09-01;--:--;   -999.000;      4.159; 100
2016-10-01;--:--;   -999.000;      4.496; 100
2016-11-01;--:--;   -999.000;      4.830; 100
2016-12-01;--:--;   -999.000;      5.143; 100
2017-01-01;--:--;   -999.000;      5.474; 100
2017-02-01;--:--;   -999.000;      6.288; 100
2017-03-01;--:--;   -999.000;      3.312; 100
2017-04-01;--:--;   -999.000;      2.937; 100
2017-05-01;--:--;   -999.000;      3.044; 100
2017-06-01;--:--;   -999.000;      3.512; 100
2017-07-01;--:--;   -999.000;      3.497; 100
2017-08-01;--:--;   -999.000;      3.412; 100
2017-09-01;--:--;   -999.000;      3.076; 100
2017-10-01;--:--;   -999.000;      2.191; 100
2017-11-01;--:--;   -999.000;      2.111; 100
2017-12-01;--:--;   -999.000;      2.697; 100
2018-01-01;--:--;   -999.000;      3.536; 100
2018-02-01;--:--;   -999.000;      2.414; 100
2018-03-01;--:--;   -999.000;      1.678; 100
2018-04-01;--:--;   -999.000;      2.243; 100
2018-05-01;--:--;   -999.000;      0.833; 100
2018-06-01;--:--;   -999.000;      1.301; 100
2018-07-01;--:--;   -999.000;      2.103; 100
2018-08-01;--:--;   -999.000;      3.377; 100
2018-09-01;--:--;   -999.000;      3.564; 100
2018-10-01;--:--;   -999.000;      3.333; 100
2018-11-01;--:--;   -999.000;      2.791; 100
2018-12-01;--:--;   -999.000;      2.906; 100
2019-01-01;--:--;   -999.000;      0.000; 100
2019-02-01;--:--;   -999.000;      3.735; 100
2019-03-01;--:--;   -999.000;      1.578; 100
2019-04-01;--:--;   -999.000;      1.943; 100
2019-05-01;--:--;   -999.000;      1.831; 100
2019-06-01;--:--;   -999.000;      1.456; 100
2019-07-01;--:--;   -999.000;      1.254; 100
2019-08-01;--:--;   -999.000;      1.491; 100
2019-09-01;--:--;   -999.000;      1.802; 100
2019-10-01;--:--;   -999.000;      1.942; 100
2019-11-01;--:--;   -999.000;      2.243; 100
2019-12-01;--:--;   -999.000;      2.698; 100
2020-01-01;--:--;   -999.000;      3.349; 100
2020-02-01;--:--;   -999.000;      1.943; 100
2020-03-01;--:--;   -999.000;      1.236; 100
2020-04-01;--:--;   -999.000;      0.469; 100
2020-05-01;--:--;   -999.000;      0.379; 100
2020-06-01;--:--;   -999.000;   -999.000;   0
2020-07-01;--:--;   -999.000;      3.641; 100
2020-08-01;--:--;   -999.000;      4.913; 100
2020-09-01;--:--;   -999.000;      5.382; 100
