date,tmin,tmax,prcp,srad,vp,pet,dayl,QObs,area,latitude,elevation
1980-01-01,-16.572306,6.513733,0.0,361.53824,129.57729,0.923806027678984,34971.283134672434,0.1559132874602598,564971269.831329,36.4296671322,2707.8279581728
1980-01-02,-17.12973,2.8653502,0.0,345.5396,136.36578,0.720628738715523,35006.11999345158,0.16457513676360755,564971269.831329,36.4296671322,2707.8279581728
1980-01-03,-23.07108,1.8002964,0.0,369.1524,84.05425,0.5417683704450479,35044.20586666895,0.16024421211193368,564971269.831329,36.4296671322,2707.8279581728
1980-01-04,-18.02833,6.9771967,0.0,371.9745,112.68785,0.934325824853316,35085.505792338685,0.15158236280858592,564971269.831329,36.4296671322,2707.8279581728
1980-01-05,-14.763706,8.203059,0.0,365.4643,143.64507,1.0636595476948725,35129.98211987151,0.16024421211193368,564971269.831329,36.4296671322,2707.8279581728
1980-01-06,-13.158086,4.7053638,0.0,332.75262,179.18799,0.8808436161967056,35177.59463267789,0.16457513676360755,564971269.831329,36.4296671322,2707.8279581728
1980-01-07,-9.09907,1.9599327,0.0,237.81094,276.6673,0.7300043236179443,35228.30067712152,0.16890606141528144,564971269.831329,36.4296671322,2707.8279581728
1980-01-08,-7.5654984,0.6260512,0.0,184.24684,322.39954,0.6357989026400861,35282.055297011226,0.16890606141528144,564971269.831329,36.4296671322,2707.8279581728
1980-01-09,-9.961429,2.7117922,0.6495957,275.24637,247.88435,0.7862997857269118,35338.81137280405,0.17323698606695534,564971269.831329,36.4296671322,2707.8279581728
1980-01-10,-8.149784,1.1925068,4.431051,159.39806,342.01193,0.6857402599688691,35398.51976468593,0.1818988353703031,564971269.831329,36.4296671322,2707.8279581728
1980-01-11,-7.9091244,1.6019273,2.6557276,171.41986,333.5337,0.7115789070881803,35461.12945869663,0.1818988353703031,564971269.831329,36.4296671322,2707.8279581728
1980-01-12,-7.7895007,4.836684,0.0,272.59534,301.86792,0.9190792038213484,35526.587715074405,0.18622976002197697,564971269.831329,36.4296671322,2707.8279581728
1980-01-13,-5.2198386,6.5562263,0.0,257.84476,363.05197,1.0102771702842952,35594.84021801069,0.2078843832803464,564971269.831329,36.4296671322,2707.8279581728
1980-01-14,-4.755431,8.471577,0.043773584,285.7796,352.967,1.1468107863917243,35665.831226027,0.19922253397699863,564971269.831329,36.4296671322,2707.8279581728
1980-01-15,-2.9898922,4.0992723,2.0147843,152.58052,441.6773,0.7889601692720605,35739.50372221367,0.2035534586286725,564971269.831329,36.4296671322,2707.8279581728
1980-01-16,-10.182695,4.1818194,0.0,306.88815,198.3203,0.9115472456436724,35815.79956360328,0.19489160932532473,564971269.831329,36.4296671322,2707.8279581728
1980-01-17,-10.96217,3.634016,0.0,312.23376,180.88632,0.883658172360133,35894.659628988695,0.19056068467365087,564971269.831329,36.4296671322,2707.8279581728
1980-01-18,-7.54159,3.774299,6.4130726,194.24893,309.7379,0.8821905355165178,35976.02396453734,0.19056068467365087,564971269.831329,36.4296671322,2707.8279581728
1980-01-19,-7.6319413,0.8777359,7.1647983,153.79095,326.77667,0.6982216470906853,36059.83192659829,0.19489160932532473,564971269.831329,36.4296671322,2707.8279581728
1980-01-20,-11.923963,3.6673448,4.514178,303.95892,206.8511,0.9024652856121688,36146.02232114551,0.19056068467365087,564971269.831329,36.4296671322,2707.8279581728
1980-01-21,-17.621185,5.981994,0.0,398.82898,114.58827,0.9803397631218282,36234.53353935057,0.1775679107186292,564971269.831329,36.4296671322,2707.8279581728
1980-01-22,-15.430729,0.4421428,0.0,344.95578,152.94324,0.6968602313531718,36325.3036888279,0.16457513676360755,564971269.831329,36.4296671322,2707.8279581728
1980-01-23,-20.637993,6.4374933,0.0,418.44583,84.8137,0.9523281982485472,36418.27072014757,0.14725143815691202,564971269.831329,36.4296671322,2707.8279581728
1980-01-24,-18.238222,9.24973,0.0,423.03726,96.16284,1.202768614251951,36513.372548260944,0.15158236280858592,564971269.831329,36.4296671322,2707.8279581728
1980-01-25,-15.314716,4.7446766,0.0,392.93793,135.28087,0.97423937944084,36610.54716853641,0.16890606141528144,564971269.831329,36.4296671322,2707.8279581728
1980-01-26,-12.617454,4.303881,0.0,366.1782,163.27774,0.9834943251434314,36709.73276715101,0.17323698606695534,564971269.831329,36.4296671322,2707.8279581728
1980-01-27,-6.630485,5.860782,0.0,300.4468,257.0464,1.0876339109367104,36810.86782563313,0.16890606141528144,564971269.831329,36.4296671322,2707.8279581728
1980-01-28,-5.003733,4.792601,0.0,247.80408,326.80786,0.9869281466804616,36913.89121939763,0.16457513676360755,564971269.831329,36.4296671322,2707.8279581728
1980-01-29,-4.4520216,4.3628035,10.886874,169.24414,398.9279,0.947472121979414,37018.7423101594,0.1775679107186292,564971269.831329,36.4296671322,2707.8279581728
1980-01-30,-2.3925338,4.509461,0.09083557,180.71481,460.20996,0.8982142959705776,37125.3610321536,0.2122153079320203,564971269.831329,36.4296671322,2707.8279581728
1980-01-31,-13.256644,5.3098383,0.0,397.09283,150.01872,1.089595660656512,37233.68797213043,0.17323698606695534,564971269.831329,36.4296671322,2707.8279581728
1980-02-01,-17.139515,5.456671,0.0,429.05893,103.837135,1.0488670219856593,37343.66444312895,0.16024421211193368,564971269.831329,36.4296671322,2707.8279581728
1980-02-02,-14.734285,8.772183,0.0,437.1126,116.20063,1.3375471449996297,37455.23255206868,0.1559132874602598,564971269.831329,36.4296671322,2707.8279581728
1980-02-03,-11.207776,10.621536,0.0,431.25995,150.0008,1.5365090646113606,37568.33526122856,0.16457513676360755,564971269.831329,36.4296671322,2707.8279581728
1980-02-04,-9.237183,9.267858,0.0,408.50757,184.30838,1.4527297905702177,37682.9164437109,0.16024421211193368,564971269.831329,36.4296671322,2707.8279581728
1980-02-05,-12.497088,9.403882,0.0,438.8371,135.22932,1.455089080763417,37798.92093301298,0.1559132874602598,564971269.831329,36.4296671322,2707.8279581728
1980-02-06,-11.781699,10.361497,0.0,440.6516,140.83636,1.552627218283273,37916.294566851146,0.15158236280858592,564971269.831329,36.4296671322,2707.8279581728
1980-02-07,-9.473141,4.811577,1.8446765,318.66272,218.86797,1.1392760865038878,38034.984225401226,0.1559132874602598,564971269.831329,36.4296671322,2707.8279581728
1980-02-08,-17.311186,-2.7607818,0.0,368.1656,130.01553,0.5824876233388494,38154.93786413582,0.14292051350523816,564971269.831329,36.4296671322,2707.8279581728
1980-02-09,-21.448626,1.8484907,0.0,458.37753,75.652405,0.7665782337487312,38276.10454145248,0.1299277395502165,564971269.831329,36.4296671322,2707.8279581728
1980-02-10,-20.03132,5.4382477,0.0,470.6859,76.36543,1.0622696402150775,38398.4344412981,0.1299277395502165,564971269.831329,36.4296671322,2707.8279581728
1980-02-11,-18.65287,2.9327762,0.0,447.65073,92.438774,0.9342094484023548,38521.87889100388,0.13425866420189037,564971269.831329,36.4296671322,2707.8279581728
1980-02-12,-16.619219,3.9524393,0.0,438.38232,106.900604,1.0620481376323352,38646.3903745511,0.13425866420189037,564971269.831329,36.4296671322,2707.8279581728
1980-02-13,-9.4380455,4.680108,0.0,337.23175,217.28418,1.1944910992146107,38771.92254149331,0.14292051350523816,564971269.831329,36.4296671322,2707.8279581728
1980-02-14,-6.6687064,5.2891374,5.943962,226.36612,309.42563,1.2313323292079246,38898.43021176243,0.1559132874602598,564971269.831329,36.4296671322,2707.8279581728
1980-02-15,-3.736523,5.507264,0.2879515,243.55496,377.90616,1.1935411091753114,39025.86937658712,0.1775679107186292,564971269.831329,36.4296671322,2707.8279581728
1980-02-16,-6.1131406,6.499434,0.0,327.354,291.54935,1.3553127903822146,39154.19719575142,0.17323698606695534,564971269.831329,36.4296671322,2707.8279581728
1980-02-17,-6.7512937,4.8723044,0.0,306.87057,283.17264,1.230811667416842,39283.37199141908,0.16890606141528144,564971269.831329,36.4296671322,2707.8279581728
1980-02-18,-3.6865232,6.1996226,5.5219,197.00453,406.95258,1.2951706722618546,39413.35323874543,0.16890606141528144,564971269.831329,36.4296671322,2707.8279581728
1980-02-19,-4.737534,5.3250675,3.8470755,209.83823,396.70502,1.252472625933703,39544.10155349468,0.17323698606695534,564971269.831329,36.4296671322,2707.8279581728
1980-02-20,-4.450607,3.957116,3.443962,199.74962,410.94812,1.1212187732556878,39675.5786768744,0.1818988353703031,564971269.831329,36.4296671322,2707.8279581728
1980-02-21,-4.9847035,3.49624,5.0088816,196.62704,397.4375,1.1045588765250682,39807.74745779293,0.17323698606695534,564971269.831329,36.4296671322,2707.8279581728
1980-02-22,-7.189946,3.2428975,0.0,310.08447,317.9387,1.147556187732256,39940.57183273851,0.16890606141528144,564971269.831329,36.4296671322,2707.8279581728
