date,tmin,tmax,prcp,srad,vp,pet,dayl,QObs,area,latitude,elevation
1980-01-01,-10.791578,3.664496,0.0,308.18286,144.23221,0.8553263592692295,35379.98282328787,0.0,18849400314.3721,35.1421369105,2080.9934410788
1980-01-02,-9.263285,1.5428233,0.0,258.4497,200.6094,0.7264385895758303,35413.050241302895,0.0,18849400314.3721,35.1421369105,2080.9934410788
1980-01-03,-11.101094,1.316294,0.0,281.24115,167.1241,0.7235687573410039,35449.20316824457,0.0,18849400314.3721,35.1421369105,2080.9934410788
1980-01-04,-12.526647,4.5271482,0.0,332.52545,112.1891,0.9099809230666416,35488.40881065759,0.0,18849400314.3721,35.1421369105,2080.9934410788
1980-01-05,-10.453746,7.1664,0.0,336.3937,121.536674,1.087179248807587,35530.631845644086,0.0,18849400314.3721,35.1421369105,2080.9934410788
1980-01-06,-8.547404,5.928768,0.0,314.2293,152.55371,1.0100429061599034,35575.8345345079,0.0,18849400314.3721,35.1421369105,2080.9934410788
1980-01-07,-4.6863594,5.0317483,0.0,247.10033,262.86697,0.905938381032196,35623.97684234078,0.0,18849400314.3721,35.1421369105,2080.9934410788
1980-01-08,-3.4366689,6.2134333,0.0016712327,241.03796,282.46014,0.968315842089077,35675.016562805824,0.0,18849400314.3721,35.1421369105,2080.9934410788
1980-01-09,-4.936228,5.7438436,0.0,259.16333,251.21306,0.9711266037558252,35728.90944735902,0.0,18849400314.3721,35.1421369105,2080.9934410788
1980-01-10,-0.66088337,6.54162,1.0583764,178.18611,414.58957,0.9132555976221438,35785.60933814287,0.0,18849400314.3721,35.1421369105,2080.9934410788
1980-01-11,-1.6777723,4.7257657,5.501792,131.70956,478.27597,0.8065662138583142,35845.0683037855,0.0,18849400314.3721,35.1421369105,2080.9934410788
1980-01-12,-2.412791,6.500405,1.9037879,211.61374,372.57144,0.9825692147930122,35907.2367773459,0.0,18849400314.3721,35.1421369105,2080.9934410788
1980-01-13,0.16423908,11.265942,0.0,274.4447,355.1428,1.3068871291285915,35972.06369565855,0.0,18849400314.3721,35.1421369105,2080.9934410788
1980-01-14,-1.5054493,9.61325,2.6941051,239.16061,353.20947,1.2226788061279348,36039.4966393498,0.0,18849400314.3721,35.1421369105,2080.9934410788
1980-01-15,-0.62499315,7.8999333,2.9238403,204.06174,412.46194,1.056616400406588,36109.48197282289,0.0002596207793554421,18849400314.3721,35.1421369105,2080.9934410788
1980-01-16,-3.2278996,7.4658313,0.0,271.8814,299.21664,1.1065005262240175,36181.96498353744,0.0006490519483886053,18849400314.3721,35.1421369105,2080.9934410788
1980-01-17,-4.13858,7.4789743,2.1142597,271.49728,280.39142,1.1346105920121627,36256.89001994349,0.006490519483886053,18849400314.3721,35.1421369105,2080.9934410788
1980-01-18,-1.922028,6.2259216,4.0374875,189.25003,426.9235,0.9801717721791888,36334.200627466606,0.009086727277440474,18849400314.3721,35.1421369105,2080.9934410788
1980-01-19,-3.5329273,5.7560954,4.509748,214.59416,381.7421,0.9987376909513794,36413.83968198165,0.012981038967772106,18849400314.3721,35.1421369105,2080.9934410788
1980-01-20,-4.480094,6.0410843,1.8710024,262.27548,342.12112,1.051582135342069,36495.74952025523,0.006490519483886053,18849400314.3721,35.1421369105,2080.9934410788
1980-01-21,-6.592578,7.468412,0.0,336.81058,251.6412,1.2017633694751848,36579.87206688187,0.005841467535497447,18849400314.3721,35.1421369105,2080.9934410788
1980-01-22,-8.236839,4.543967,0.08408468,322.79904,242.55104,1.0095293981915745,36666.1489572843,0.006490519483886053,18849400314.3721,35.1421369105,2080.9934410788
1980-01-23,-10.861258,4.5682483,0.0,357.53812,185.51877,1.0263778761809057,36754.5216563958,0.0006490519483886053,18849400314.3721,35.1421369105,2080.9934410788
1980-01-24,-10.888271,6.2844424,0.0,373.99683,172.31877,1.1538632917709608,36844.931572688496,0.0,18849400314.3721,35.1421369105,2080.9934410788
1980-01-25,-9.918416,8.230319,0.0,382.8987,177.21338,1.3077515654281602,36937.320167258615,0.0,18849400314.3721,35.1421369105,2080.9934410788
1980-01-26,-6.410017,8.142292,0.0,355.2653,236.1524,1.2992026263064398,37031.62905772521,0.0,18849400314.3721,35.1421369105,2080.9934410788
1980-01-27,-5.515306,7.980293,0.0,344.5141,247.97339,1.2858068447421134,37127.80011674336,0.0,18849400314.3721,35.1421369105,2080.9934410788
1980-01-28,-3.3611846,6.515237,0.0,279.63644,337.71533,1.128876747300552,37225.77556497635,0.0,18849400314.3721,35.1421369105,2080.9934410788
1980-01-29,-3.1636422,8.289773,1.0840647,302.99435,322.28397,1.2879278492631818,37325.49805841179,0.00012981038967772106,18849400314.3721,35.1421369105,2080.9934410788
1980-01-30,-0.6677431,7.8097596,4.400043,222.80531,458.8327,1.1724762765765493,37426.91076994671,0.00038943116903316315,18849400314.3721,35.1421369105,2080.9934410788
1980-01-31,-3.8023622,9.052203,0.0,341.47708,303.5893,1.3913570711180216,37529.95746520265,0.0006490519483886053,18849400314.3721,35.1421369105,2080.9934410788
1980-02-01,-5.716224,8.970199,0.0,368.65726,246.14668,1.42644574656964,37634.582572566665,0.0,18849400314.3721,35.1421369105,2080.9934410788
1980-02-02,-6.0150366,10.556971,0.0,386.6869,229.0557,1.578791909774539,37740.731247485804,0.0,18849400314.3721,35.1421369105,2080.9934410788
1980-02-03,-5.7522984,13.105946,0.0,405.5216,216.44757,1.817605247734194,37848.34943107158,0.0,18849400314.3721,35.1421369105,2080.9934410788
1980-02-04,-5.2768764,13.210194,0.0,405.72064,225.16177,1.8396900751695084,37957.38390309762,0.0,18849400314.3721,35.1421369105,2080.9934410788
