date,tmin,tmax,prcp,srad,vp,pet,dayl,QObs,area,latitude,elevation
1980-01-01,-21.428534,-1.4863214,0.0,403.07727,111.09746,0.4119437107450021,34682.97135373083,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-01-02,-25.966465,-1.5464643,0.0,435.20892,75.35364,0.2916498756178067,34719.06684639535,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-01-03,-32.271965,-5.7410717,0.0,449.77817,41.360325,-0.091053673983354,34758.527510214706,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-01-04,-29.400034,-1.1497858,0.0,456.85263,54.30068,0.1974464791845813,34801.31680288992,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-01-05,-22.227999,-1.0545356,0.0,418.32913,103.409,0.4187326443534832,34847.395378280715,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-01-06,-15.178606,3.4862144,0.0,394.28708,187.96768,0.7665970170083803,34896.72121567302,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-01-07,-17.941286,-2.4129288,26.380749,266.50034,149.41815,0.4480644686425654,34949.24975569423,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-01-08,-20.453856,-8.395786,5.7655005,258.22574,120.65529,0.1757153851026716,35004.93404201379,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-01-09,-24.252893,-9.509821,48.775536,259.75467,87.41272,0.0531661929047129,35063.7248679502,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-01-10,-16.899359,-6.5772862,42.239075,197.8245,164.64452,0.2951855417987001,35125.5709271001,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-01-11,-23.543676,-6.620679,23.720324,287.62415,93.05539,0.1704519800434066,35190.41896710579,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-01-12,-17.805573,-8.357608,20.679499,184.02571,151.98224,0.2224479732822373,35258.21394568765,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-01-13,-10.804071,-0.01664292,0.0,273.42892,269.21616,0.6280551974489292,35328.899188084804,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-01-14,-9.825036,7.232465,35.050213,289.15396,290.81815,1.058834291849079,35402.416545071086,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-01-15,-11.187,6.88675,4.397143,372.4008,262.1017,1.0404511849196338,35478.70655074356,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-01-16,-20.866465,-6.371608,0.0,358.39844,117.86636,0.2506427792739304,35557.70857931661,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-01-17,-22.696142,-4.414572,9.003535,309.8323,100.34836,0.2877986384281247,35639.36100019516,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-01-18,-16.17175,-7.692143,8.511679,183.38515,174.56,0.2729436949178236,35723.6013306451,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-01-19,-19.843466,-9.742429,13.840143,204.92581,128.73593,0.1537954823135578,35810.36638542752,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-01-20,-21.615929,-3.5604646,0.0,421.23883,110.44897,0.3591004956823626,35899.5924228138,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-01-21,-31.469145,-5.0443573,0.0,493.35236,44.79114,-0.0383695886029864,35991.21528645131,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-01-22,-32.61275,-10.543535,0.0,471.0299,40.04364,-0.2923601962522356,36085.170542603904,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-01-23,-33.625675,-11.716999,0.0,473.00943,36.27407,-0.3786301175723275,36181.393612345295,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-01-24,-32.06139,-0.4807857,0.0,520.0861,42.31682,0.1438558793293687,36279.8198983386,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-01-25,-25.022892,-2.2045355,0.0,484.15894,81.193855,0.3376314606976818,36380.38490588884,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-01-26,-14.715679,-1.3720357,1.0688572,347.29184,195.89893,0.606850541572877,36483.02435800826,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-01-27,-15.312035,-3.5499642,13.946609,259.16064,186.93239,0.4929821569013027,36587.674304285545,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-01-28,-11.479894,-1.4290358,40.487072,215.14653,254.72093,0.6232227569337557,36694.2712233994,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-01-29,-17.553965,-7.574537,46.29075,216.50157,155.84958,0.2891334196990049,36802.75211916377,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-01-30,-17.080536,-2.2765,17.34675,319.6267,162.76094,0.5511729793335796,36913.05461003683,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-01-31,-30.535858,-8.655251,0.0,499.43063,48.946896,-0.1494961420981156,37025.11701206689,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-02-01,-27.965216,-3.4212856,0.0,521.9098,62.318325,0.1874845453281795,37138.87841528768,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-02-02,-23.842215,-1.2355356,0.0,511.98236,89.89428,0.4535175794878023,37254.2787536103,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-02-03,-21.626822,2.1187503,0.0,524.9009,109.60993,0.717493033914782,37371.25886829223,0.10150383511218983,120529830.094378,37.3101416367,3426.8712585034
1980-02-04,-12.383072,2.0951428,0.0,410.8093,236.68504,0.8895827341972506,37489.7605650922,0.20300767022437965,120529830.094378,37.3101416367,3426.8712585034
1980-02-05,-27.050106,0.80999994,0.0,555.95276,68.085175,0.460654551817515,37609.726665246366,0.3045115053365695,120529830.094378,37.3101416367,3426.8712585034
1980-02-06,-25.317823,1.1513572,0.0,551.95795,79.46622,0.5537352680135338,37731.101050423575,0.3045115053365695,120529830.094378,37.3101416367,3426.8712585034
1980-02-07,-22.040678,-4.220143,0.0,471.18622,106.32926,0.3746990865590357,37853.82870183753,0.3045115053365695,120529830.094378,37.3101416367,3426.8712585034
1980-02-08,-25.104645,-5.530571,0.0,498.09064,80.92396,0.2107840520579134,37977.855733710414,0.3045115053365695,120529830.094378,37.3101416367,3426.8712585034
1980-02-09,-32.36693,-11.820822,0.0,512.43787,41.029606,-0.377175168300423,38103.1294212966,0.3045115053365695,120529830.094378,37.3101416367,3426.8712585034
