date,tmin,tmax,prcp,srad,vp,pet,dayl,QObs,area,latitude,elevation
1980-01-01,-27.36423,-3.8028607,0.0,384.85696,66.659805,0.1550114316030257,34605.03296709532,0.16592745513274804,545620228.596708,37.5442604638,3181.0609896145
1980-01-02,-27.056684,-2.1571145,0.0,391.82727,69.58286,0.2303939138404496,34641.470232394415,0.17041198094714663,545620228.596708,37.5442604638,3181.0609896145
1980-01-03,-29.543837,-4.8499756,0.0,393.56055,55.473663,0.0435027931689513,34681.304188466216,0.16592745513274804,545620228.596708,37.5442604638,3181.0609896145
1980-01-04,-23.717016,-0.27472255,0.0,387.23932,92.10579,0.4096085784787561,34724.49785829497,0.16144292931834944,545620228.596708,37.5442604638,3181.0609896145
1980-01-05,-26.56419,0.62257713,0.0,406.63474,71.63943,0.3686318250054016,34771.011429435166,0.16592745513274804,545620228.596708,37.5442604638,3181.0609896145
1980-01-06,-15.410937,2.8872504,0.0,344.4449,184.22673,0.7259390018579994,34820.80238513224,0.17041198094714663,545620228.596708,37.5442604638,3181.0609896145
1980-01-07,-20.017076,-1.2256473,7.357793,326.42004,126.05828,0.4599519187975724,34873.8256421731,0.17489650676154522,545620228.596708,37.5442604638,3181.0609896145
1980-01-08,-18.73952,-3.8618248,0.0,304.2997,139.8229,0.3724481166773713,34930.033694589394,0.17938103257594382,545620228.596708,37.5442604638,3181.0609896145
1980-01-09,-23.43683,-5.2596793,21.834883,311.5503,96.17258,0.2198244544489283,34989.37676232048,0.17041198094714663,545620228.596708,37.5442604638,3181.0609896145
1980-01-10,-13.212675,-3.373588,33.94477,167.7594,223.3221,0.447958663362732,35051.80294393716,0.188350084204741,545620228.596708,37.5442604638,3181.0609896145
1980-01-11,-21.681505,-5.36439,7.711591,291.83087,112.4522,0.2610591987384854,35117.25837252895,0.17938103257594382,545620228.596708,37.5442604638,3181.0609896145
1980-01-12,-17.85593,-3.501751,12.572564,243.56194,154.23358,0.4101670723446252,35185.68737386722,0.17938103257594382,545620228.596708,37.5442604638,3181.0609896145
1980-01-13,-12.388718,4.6956224,0.0,343.42932,240.51927,0.8823599271131544,35257.03262597468,0.17938103257594382,545620228.596708,37.5442604638,3181.0609896145
1980-01-14,-11.97259,7.4443283,14.8484955,330.8394,249.36465,1.0542119749795784,35331.23531925556,0.188350084204741,545620228.596708,37.5442604638,3181.0609896145
1980-01-15,-10.628928,6.4274845,0.0,349.26846,274.72208,1.0052023602310007,35408.235316372135,0.1973191358335382,545620228.596708,37.5442604638,3181.0609896145
1980-01-16,-19.380371,-3.7084215,0.0,338.15872,136.31168,0.3866126129083548,35487.971311089335,0.17938103257594382,545620228.596708,37.5442604638,3181.0609896145
1980-01-17,-20.30884,-2.2554994,4.603317,317.05518,125.77599,0.4354389961139244,35570.38098535113,0.17938103257594382,545620228.596708,37.5442604638,3181.0609896145
1980-01-18,-14.736017,-4.906498,0.6337854,232.2166,198.72029,0.3962124893978784,35655.40116389725,0.1838655583903424,545620228.596708,37.5442604638,3181.0609896145
1980-01-19,-17.133192,-5.9244018,6.5605426,241.72893,166.07697,0.3350571952691954,35742.96796577894,0.1838655583903424,545620228.596708,37.5442604638,3181.0609896145
1980-01-20,-19.441763,-0.85781753,11.231467,347.8583,137.1408,0.5303570381816076,35833.01695218306,0.1838655583903424,545620228.596708,37.5442604638,3181.0609896145
