"Dates","Flow_cfs"
1928-08-01,1400
1928-08-02,1250
1928-08-03,1100
1928-08-04,950
1928-08-05,800
1928-08-06,1100
1928-08-07,2600
1928-08-08,4300
1928-08-09,3900
1928-08-10,2400
1928-08-11,1950
1928-08-12,5400
1928-08-13,3130
1928-08-14,2770
1928-08-15,2310
1928-08-16,2470
1928-08-17,2400
1928-08-18,2290
1928-08-19,2870
1928-08-20,4250
1928-08-21,3870
1928-08-22,5900
1928-08-23,5470
1928-08-24,4000
1928-08-25,3250
1928-08-26,3250
1928-08-27,3870
1928-08-28,3250
1928-08-29,3030
1928-08-30,3130
1928-08-31,3060
1928-09-01,2670
1928-09-02,2270
1928-09-03,2180
1928-09-04,2350
1928-09-05,2060
1928-09-06,2200
1928-09-07,3370
1928-09-08,3370
1928-09-09,2750
1928-09-10,2440
1928-09-11,2180
1928-09-12,2000
1928-09-13,1840
1928-09-14,1750
1928-09-15,1670
1928-09-16,1540
1928-09-17,1570
1928-09-18,1570
1928-09-19,1570
1928-09-20,1590
1928-09-21,4120
1928-09-22,6760
1928-09-23,6040
1928-09-24,4120
1928-09-25,3130
1928-09-26,2630
1928-09-27,2220
1928-09-28,2040
1928-09-29,1880
1928-09-30,1820
1928-10-01,1770
1928-10-02,1810
1928-10-03,1790
1928-10-04,1720
1928-10-05,1680
1928-10-06,1790
1928-10-07,2240
1928-10-08,1970
1928-10-09,1770
1928-10-10,1650
1928-10-11,1620
1928-10-12,1580
1928-10-13,1560
1928-10-14,1290
1928-10-15,1460
1928-10-16,1350
1928-10-17,1150
1928-10-18,1080
1928-10-19,1040
1928-10-20,985
1928-10-21,1080
1928-10-22,1090
1928-10-23,1080
1928-10-24,1090
1928-10-25,1160
1928-10-26,1230
1928-10-27,1200
1928-10-28,1190
1928-10-29,1150
1928-10-30,1120
1928-10-31,1190
1928-11-01,1160
1928-11-02,1070
1928-11-03,1160
1928-11-04,1200
1928-11-05,1190
1928-11-06,1130
1928-11-07,1180
1928-11-08,1130
1928-11-09,1180
1928-11-10,1220
1928-11-11,1070
1928-11-12,1130
1928-11-13,1080
1928-11-14,1030
1928-11-15,1090
1928-11-16,1030
1928-11-17,1080
1928-11-18,1130
1928-11-19,1230
1928-11-20,1350
1928-11-21,1400
1928-11-22,1840
1928-11-23,2180
1928-11-24,2070
1928-11-25,1920
1928-11-26,1810
1928-11-27,1700
1928-11-28,1600
1928-11-29,1530
1928-11-30,1580
1928-12-01,1680
1928-12-02,2670
1928-12-03,7060
1928-12-04,5540
1928-12-05,4260
1928-12-06,3420
1928-12-07,2800
1928-12-08,2420
1928-12-09,2120
1928-12-10,1950
1928-12-11,1770
1928-12-12,1620
1928-12-13,1500
1928-12-14,1580
1928-12-15,1920
1928-12-16,2910
1928-12-17,4640
1928-12-18,4760
1928-12-19,4020
1928-12-20,3540
1928-12-21,3420
1928-12-22,2880
1928-12-23,2400
1928-12-24,1990
1928-12-25,1830
1928-12-26,1810
1928-12-27,1920
1928-12-28,2010
1928-12-29,2010
1928-12-30,1940
1928-12-31,1840
1929-01-01,1900
1929-01-02,2070
1929-01-03,2010
1929-01-04,1940
1929-01-05,2090
1929-01-06,1920
1929-01-07,2860
1929-01-08,3180
1929-01-09,2540
1929-01-10,1990
1929-01-11,3780
1929-01-12,4140
1929-01-13,5800
1929-01-14,4260
1929-01-15,3780
1929-01-16,3540
1929-01-17,2730
1929-01-18,2710
1929-01-19,3300
1929-01-20,3540
1929-01-21,4640
1929-01-22,4640
1929-01-23,3780
1929-01-24,3540
1929-01-25,3000
1929-01-26,3000
1929-01-27,3000
1929-01-28,3000
1929-01-29,3000
1929-01-30,3000
1929-01-31,3000
1929-02-01,2700
1929-02-02,2700
1929-02-03,2700
1929-02-04,2700
1929-02-05,2700
1929-02-06,2700
1929-02-07,2400
1929-02-08,4890
1929-02-09,5670
1929-02-10,5280
1929-02-11,4890
1929-02-12,4020
1929-02-13,3420
1929-02-14,2860
1929-02-15,2710
1929-02-16,2670
1929-02-17,2710
1929-02-18,2770
1929-02-19,2840
1929-02-20,3180
1929-02-21,3180
1929-02-22,3060
1929-02-23,3900
1929-02-24,3180
1929-02-25,2950
1929-02-26,2950
1929-02-27,6330
1929-02-28,32400
1929-03-01,42800
1929-03-02,34500
1929-03-03,30400
1929-03-04,26300
1929-03-05,21200
1929-03-06,19900
1929-03-07,50300
1929-03-08,36500
1929-03-09,22200
1929-03-10,15800
